text,label,sentiment,source,model
"Pharmaceutical giant Merck & Co. announces the appointment of Dr. Sarah Williams as its new Chief Research Officer, effective immediately.",1,neutral,synthetic,mistral:7b
"Tech giant reports a 15% quarterly revenue growth, surpassing market expectations.",2,positive,synthetic,mistral:7b
LSC 's 30 employees will move to Ixonos with their existing status and benefits .,1,neutral,original,—
Pentik+ñinen emphasises that the most of the internet contents media houses provide can not be free forever .,1,neutral,original,—
"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",1,neutral,original,—
Samsung Electronics announces plans to launch a new line of smart TVs featuring advanced AI technology.,1,neutral,synthetic,mistral:7b
"Tesla Inc. announces the launch of its new solar roof tile line, set to be unveiled at an event next week.",1,neutral,synthetic,mistral:7b
"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",0,negative,original,—
"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",0,negative,original,—
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,0,negative,original,—
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,0,negative,original,—
Vaisala 's expertise in lightning data and information systems is based on extensive experience and investment in R&D .,1,neutral,original,—
"Back then , Tikkurila 's former owner , Finnish chemicals company Kemira Oyj HEL : KRA1V , distributed an 86 % stake to Kemira shareholders to facilitate the divestment and listing of Tikkurila .",1,neutral,original,—
Margin call of Zanadvorov has given the chance to make such purchase under the credit of Deutsche Bank for USD 560 million .,1,neutral,original,—
"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",1,neutral,original,—
Q3 earnings report reveals a 15% revenue growth for tech giant Microsoft.,2,positive,synthetic,mistral:7b
"Tech giant Microsoft announces the launch of its new cloud service, Azure Stack HCI 21H2, aimed at providing enhanced data center capabilities for businesses.",1,neutral,synthetic,mistral:7b
Status : Agreed,1,neutral,original,—
"Microsoft announces the launch of its new cloud-based data analytics platform, Azure Synapse Analytics.",1,neutral,synthetic,mistral:7b
Cash Flow from Operations for the most recent quarter also reached a eight year low .,0,negative,original,—
"Q3 earnings report reveals a 15% increase in profits for XYZ Inc., beating analyst expectations.",2,positive,synthetic,mistral:7b
The value of the three-year contract is estimated at EUR40m .,1,neutral,original,—
"The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 .",1,neutral,original,—
"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros .",1,neutral,original,—
"However , the bottom-line result improved thanks to positive financial items .",2,positive,original,—
"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .",1,neutral,original,—
The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,0,negative,original,—
"ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device .",1,neutral,original,—
"This one was at one time targeted for June 5 , but if we had to guess , it 's been pushed back -- maybe we 're crazy , but we feel like it has n't leaked enough to meet that date at this point .",1,neutral,original,—
Stock prices for XYZ Inc. plummeted after the company issued a profit warning due to unexpected supply chain disruptions.,0,negative,synthetic,mistral:7b
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,1,neutral,original,—
The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,2,positive,original,—
"Cencorp , headquartered in Virkkala , Finland , develops and supplies automation solutions to the electronics and semiconductor industry that enhance productivity .",1,neutral,original,—
"Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries .",1,neutral,original,—
"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",1,neutral,original,—
"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August .",1,neutral,original,—
The dismissed staff members will now take the matter to court unless it can be settled outside .,0,negative,original,—
"Tech giant XYZ announces a 15% revenue decline in Q2, citing supply chain disruptions as the main culprit.",0,negative,synthetic,mistral:7b
Operating profit totaled EUR 18.6 mn or 8.3 % of net sales .,1,neutral,original,—
Two other sites will be included later on .,1,neutral,original,—
"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",0,negative,original,—
IBM announces the launch of a new AI-powered analytics platform for healthcare providers.,1,neutral,synthetic,mistral:7b
"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",1,neutral,original,—
IBM announces the launch of its new cloud-based AI platform for small businesses.,1,neutral,synthetic,mistral:7b
"The decision of the French Court relates to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said .",1,neutral,original,—
"XYZ Corporation announces the appointment of John Doe as Chief Financial Officer, effective immediately.",1,neutral,synthetic,mistral:7b
"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",2,positive,original,—
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",0,negative,original,—
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",1,neutral,original,—
The bridge will be built to the south of the existing bridge spanning the strait .,1,neutral,original,—
The transaction is expected to be completed next spring .,1,neutral,original,—
`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,1,neutral,original,—
"Shares of TechFusion plummeted 10% after the company issued a surprise profit warning for Q2, citing supply chain disruptions as the main cause.",0,negative,synthetic,mistral:7b
Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,1,neutral,original,—
"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",1,neutral,original,—
"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .",1,neutral,original,—
"Previously , it projected the figure to be slightly lower than in 2009 .",1,neutral,original,—
Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V said on Wednesday 17 September that it will invest EUR6m in its sensor wafer business during 2009 .,1,neutral,original,—
IBM announces the launch of its new AI-powered data analytics platform for small businesses.,1,neutral,synthetic,mistral:7b
